,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
5728,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2014-11-30T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,I have stayed at this hotel 3 times. The staff are so friendly and the location is perfect for exploring Old Town. I have stayed with my 2 daughters from when they were ages 5 to 11 and they love it as well! It's perfect and fun on the holidays.,Nice boutique hotel perfect location.,,A verified traveler,new york NY
11375,1140 Park Pl N E,"Hotels,Lodging,Motels,Halls Auditoriums & Ballrooms,,Convention Services & Facilities,Meeting & Event Planning Services,Corporate Lodging",Cedar Rapids,US,42.030190000000005,-91.65231,Homewood Suites By Hilton,52402,IA,2013-08-27T00:00:00Z,2016-06-22T19:08:05Z,,,,Best complimentary breakfast of any hotel chain.,,,S B,
7158,Jalan Mh Thamrin,Hotels,Staten Island,US,-6.195424,106.823673,Mandarin Oriental Jakarta,10310,NY,2013-09-10T00:00:00Z,2016-02-01T13:11:50Z,,,5.0,スタッフの対応、設備は文句なしで最高でした。近くのショッピングセンターまで、徒歩圏内ですが、女性二人だったため、ホテルマンがショッピングセンターまでエスコートしてくれるほど、気配りがありました。ただ、帰りは、すぐ近くといえども、女性二人で歩くのは危険なので、タクシーが必要でした。ホテルの前は大通りということもあり、渋滞が酷く、ほんの2、3分の場所でも、１５分かかってしまう感じだったので、立地で選ぶのであれば、fxの方が良いと感じました。ただ、ホテルに戻って、リラックスしたいという目的があれば、お勧めします。ホテル内は、まるでエステのような良い匂いが漂っており、プールも綺麗で空いておりリラックスできました。,素晴らしいサービス,,Risa,
16314,131 E Mccullough Dr,Hotels,Charlotte,US,35.30077,-80.7538,Country Inn and Suites By Carlson Charlotte University Place,28262,NC,2016-06-04T00:00:00Z,2016-10-27T22:09:39Z,,,5.0,We had a relaxing night. Wish the pool wouldnt have been so cold. The room was clean and comfortable. The bed was very comfortable. We enjoyed our stay.,Nice comfortable room.,,Maria,
1979,7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,39.176128000000006,-76.847257,Springhill Suites Columbia,21046,MD,2015-12-06T00:00:00Z,2016-10-20T14:46:36Z,,,4.0,"We booked this hotel on our way to play golf in the Carolinas. The hotel was new and well engineered with ultra modern decor and just the right amount of amenities to attract well heeled business and vacationers flying in or out of BWI. The breakfast was well laid out with plenty of options and the matron was friendly, angling... More",Marriott is a nice hotel near high population centers or popular vacation spots,Coatesville,42golf56_9,PA
16651,5317 Pratt Rd,Hotels,Knoxville,US,36.014181,-83.969034,Best Western Knoxville Suites,37912,TN,2016-03-21T00:00:00Z,2016-11-04T22:44:15Z,,,3.0,It was OK,It was OK. good price,,Ramiro,
34072,6 Rue Buffault,Hotels,Celina,US,48.875029999999995,2.34152,Hotel Eug��ne En Ville,75009,TX,2015-03-16T00:00:00Z,2016-11-17T15:07:24Z,,,4.0,Very good,Eugene,,A Traveler,
6165,457 Mountain Village Blvd,Hotels,Telluride,US,37.933273,-107.85086499999998,Mountain Lodge At Telluride - A Noble House Resort,81435,Pandora,2015-07-17T00:00:00Z,2016-11-16T04:20:44Z,,,4.0,"We stayed in the 2 bedroom deluxe condo. It was comfortable, roomy and pleasant to stay in for a couple of days. I liked the 1/2 bath for guests so they didn't need to use the bathrooms we were using. The kitchen was roomy for two cooks. The staff was friendly pleasant. The outdoor pool needs some tile repair.",A Nice Weekend At Mountain Lodgge,Rio Rancho,A Traveler,NM
2531,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-09-07T00:00:00Z,2016-11-16T02:50:03Z,,,5.0,"My stay here was amazing. The staff was beyond friendly and sweet. I have to say a huge thank you to Gessica, Mercedes and Rosan!!!!! They made my boyfriend birthday weekend the best ever, they set the room up and sent us a fruit plate, plus the cutest little card ever ! My man was so impressed and it made... More",Excellent !!!!,Monsey,Delia A,NY
32668,12825 Ventura Blvd,Hotels,Studio City,US,34.144791,-118.41155,Sportsmen's Lodge,91604,CA,2015-01-08T06:00:00Z,2016-10-29T18:26:20Z,,,4.0,In town for only 1 night. If you have business in studio city it is a perfect location.,"Very clean, staff was friendly and helpful.",,Catarina Lai,
34542,425 Ocean Dr,Hotels,Miami Beach,US,25.77385,-80.132075,The Savoy Hotel,33139,Venetian Islands,2015-11-17T00:00:00Z,2016-11-02T00:43:13Z,,,5.0,great rooms! like having your own apartment in miami beach! (the historic aspect is cool as well),Miami beach!,,Zach Hedrick,
23816,281 Zion Park Blvd,"Motels,Party & Event Planners,Lodging,Banquet Halls & Reception Facilities,Resorts,Hotels",Springdale,US,37.196957,-112.99216499999999,Cliffrose Lodge Gardens,84767,UT,2015-10-14T00:00:00Z,2016-06-22T19:05:58Z,,,5.0,"Located within walking distance to the Visitor Center at Zion National Park, this hotel was a very pleasant surprise. The dining room was on a deck looking up at the mountains of Zion as well as stray deer that walked through the hotel grounds at dusk. The Food was good and the rooms were well appointed and in a great... More",Excellent Location Restaurant,Covington,Joseph_HCovington,OH
26831,3107 Atlantic Ave,"Hotel,Hotels",Virginia Beach,US,36.859787,-75.97803499999999,Hampton Inn Virginia Beach Oceanfront North,23451-2934,VA,2015-11-20T00:00:00Z,2016-11-21T23:26:38Z,,,4.0,"The Hotel Staff were very helpful and cheerful and we were very happy with them. The only disappointment we had was with the Breakfast Buffet itself. We were late getting there the first morning and was told they weren't going to put out anymore food. But then we saw them put out more food for the employees to have breakfast. The second morning, there were no hasbrowns, bacon , or link sausage put on the buffet. We have stayed at this very hotel quite a few times and the buffet was always wonderful. I don't know if they have changed kitchen management but I was not happy with the changes or the kitchen managers attitude at all. I found it offensive. Since the breakfast buffet was the deciding factor in picking this hotel on this trip, I may have to rethink where we stay the next time.",Hotel Great / Buffet a disappointment.,Virginia Beach VA.,Charlotte,VA
2835,2970 Main Ave,"Hotels,Budget Hotels,Hotels & Motels",Durango,US,37.295963,-107.87271399999999,Durango Travelodge,81301,Hermosa,2016-10-13T00:00:00Z,2016-10-29T04:31:55Z,,,1.0,"Very poor service. First night, when checked in, assigned room was not made. Moved to different room. Next day, room was not made, again moved to another room. Hotel complex very shabby.",Convenient but very shabby hotel with poor service,,A Traveler,
6929,5610 Vineland Rd,Hotels,Orlando,US,28.482007,-81.455546,Extended Stay America - Orlando Theme Parks - Vineland Rd.,32819,FL,2014-08-25T00:00:00Z,2016-11-03T15:09:53Z,,,2.0,"Definitely not super fancy (a lot of stuff is falling apart), but it's nice enough for an extended stay and the staff are very nice. Breakfast is granola bars, muffins and yogurt.",Very disappointed,Miami,Carolyn Moore,FL
19460,265 N Millward,Hotels,Jackson,US,43.482859999999995,-110.76506,Anglers Inn,83001,Jackson Hole,2015-06-06T00:00:00Z,2017-03-15T23:04:51Z,,,5.0,Loved the decor and it was nice and clean. Beds were comfortable and the location was great.,Clean and comfortable,,A Traveler,
1185,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2015-09-09T00:00:00Z,2016-11-16T07:43:02Z,,,1.0,Horrible place to stay...never again,Good value.,,susan,
33351,5400 E Williams Cir,Hotels,Tucson,US,32.220226000000004,-110.8769,Residence Inn By Marriott Tucson Williams Centre,85711,AZ,2014-01-27T00:00:00Z,2016-11-15T04:45:35Z,,,5.0,The hotel was very well located for our purposes with a number of restaurants within walking distance. We felt very comfortable walking to them. Having both a bedroom and sitting room was very convenient when one of us wanted to sleep late. Nice breakfast included in the room price. Would not hesitate to stay here again.,Excellent location for business or local travel.,,A Traveler,
3148,7653 N Owasso Expy,"Hotels,Hotel",Owasso,US,36.265007000000004,-95.846871,Best Western Owasso Inn & Suites,74055-3339,OK,2015-10-22T00:00:00Z,2015-12-01T18:43:03Z,,,2.0,"The first room (101) I checked into didn't have a desk or a chair, even though I specifically asked for them. In the second room (106), the telephone doesn't work (couldn't call front desk), desk chair won't adjust, there is no TV guide channel on television, no correct printed TV guide available (the one in the room is incorrect). Desk... More","Poor equipment, service",McLoud,Steve L,OK
1742,225 6th St S E,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Travel,Apartment Hotels,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Auburn,US,47.302352,-122.22717,La Quinta Inn & Suites Auburn,98002,WA,2016-05-26T00:00:00Z,2015-11-05T18:12:11Z,,,2.0,"I have always like LaQuinta Inns but I found out that they now all allow pets (except 3 inns in NY). I will not be staying at LaQuinta anymore. A dog did his business in the elevator and while it had been cleaned up, it made the elevator practically unusable. Also, the woman who checked us in at night informed... More",Did not realize this hotel allowed pets !!!,New Jersey,Jean8765,WA
10546,8541 S Hampton Rd,"Hotels,Accommodations & Lodging,Motels",Dallas,US,32.643793,-96.857314,Super 8 Dallas South,75232,TX,2016-07-12T00:00:00Z,2017-04-05T21:04:58Z,,,1.0,Pool was a nasty green color. Blankets had stains on them from who knows what. I could fit my entire hand under the entry door because the threshold was broken. The toilet had spray foam coming out from around it and the seat had been glued back together. Breakfast was basically thawed ego waffles and old soft apples. Free wifi kept kicking us off.,Don't go here!,,A Traveler,
18229,400 New Britain Ave,Hotels,Plainville,US,41.672491,-72.837151,Fairfield Inn and Suites By Marriott Plainville,6062,CT,2015-10-20T00:00:00Z,2016-11-09T15:31:59Z,,,5.0,2 night stay. Had the continental breakfast both mornings and was very happy with it. No complaints with the room.,This hotel exceeded expectations,,A Traveler,
11038,5479 Westmoreland Plz,Hotels,Douglasville,US,33.751459999999994,-84.71639499999999,Quality Inn Near Six Flags,30134,GA,2016-06-14T00:00:00Z,2016-11-21T23:28:50Z,,,2.0,"Dirty, air didn't work, gap under the big enough a small dog could walk under it. Would not recommend not stay there again. Not even for free!!",cozy,Louisville,Steve,KY
24833,110 E Cedar St,"Cruise Lines & Agents,Convention Visitors & Information Centers,Hotels,Travel Agents,Travel Agency,E-Commerce",Goodlettsville,US,36.323377,-86.712644,Vacation Side Travel,37072,TN,2015-01-04T23:48:14Z,2017-04-14T05:07:05Z,,,5.0,The guys at Vacation Side are really great. They actually planned our wedding in Maui which was absolutely stunning. I'd be happy to send you pictures if you want to see them!,,,anonymous,
12401,7070 Poe Ave,Hotels,Dayton,US,39.849845,-84.189419,Hawthorn Suites Dayton North,45414,OH,2016-08-20T00:00:00Z,2016-11-05T19:37:35Z,,,2.0,"We were not impressed with outside looks of building, run down needing work, inside was same way, 2 different water leaks, circuit tripped that would not reset in kitchen. Police were present for a vandalism report. Can't say I would recommend hotel.",Can't recommend,,harold e,
17592,1725 Long Beach Blvd,Hotels,Long Beach,US,33.78864,-118.18946399999999,Best Western of Long Beach,90813,CA,2016-08-12T00:00:00Z,2016-11-15T11:22:55Z,,,5.0,"I've stayed here several times in the last few years, and have always been pleased. Since I was here in November, 2015, they've experienced many upgrades that make the experience of being here even better. The breakfast buffet is beyond expectations, with scrambled eggs and sausage along with the usual pancakes, waffles, cereal, etc. They are still finishing up the changes to the rooms, hallways, lobby, etc. and each day you can see these updates now in place. I certainly look forward to coming back in a few months and seeing the final changes.",My favorite hotel is even better now.,Chestermre,B,UT
24041,1035 W South Blvd,Hotels,Montgomery,US,32.327641,-86.33771,Comfort Inn Montgomery,36105,AL,2015-04-17T00:00:00Z,2016-10-15T02:19:50Z,,,4.0,"Asked for a late (midnight) arrival. Two friendly, understanding clerks were on duty. I had forgotten my phone charger, and they loaned me one. Room was clean and quiet. Early checkout was also quick and clerk was very nice. Only ding to the hotel was a slightly threadbare patch in front of the door to the room. Neighborhood is interstate and truck business oriented with a Travel America one half mile away, but no noise from there. I would stay here again.","Quiet, convenient next to interstate",,michael,
15829,1453 Mack Smith Rd,"Hotel,Hotels",Chattanooga,US,34.991222,-85.20835,Fairfield Inn Suites Chattanooga South/east Ridge,37412,TN,2016-02-07T00:00:00Z,2016-03-29T06:22:46Z,,,4.0,"On our way to Gatlinburg, we decided to visit Ruby Falls. I checked Trip Advisor for hotels in the area and came across Fairfield Inn. Check in was easy,staff friendly and location is off the main road but easy access to numerous restaurants. Room was clean and bed was comfortable. After a long drive, we made a good choice by... More",Heading to Ruby Falls,Tampa,jarz325,FL
24828,125 W 26th St,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels,Conference Room,Accommodations & Lodging,Hotel,Meeting Room,Motels",New York,US,40.74535,-73.99234399999999,Holiday Inn Manhattan 6th Ave - Chelsea,10001,G P O,2014-10-18T00:00:00Z,2017-03-24T20:49:20Z,,,3.0,"Take a room in the upper floors, breathtaking sight!!! and you are in the center of manhattan, fantastic!",,,Manuel Enrico,
22478,1401 Martin Luther King Jr Dr,Hotels,Monroe,US,32.49375,-92.08275,Comfort Suites,71202,LA,2016-07-15T00:00:00Z,2016-11-03T22:11:43Z,,,4.0,"We really liked this place. The room was nice and clean, and we had plenty of everything that we needed, the housekeeper did a very good job the next day when cleaning the room, much better than any other place I've ever stayed in and we really appreciated that. As soon as the doors opened, the place smelled clean and... More",Nice place,Jonesboro,Brittany E,AR
31614,7500 N Point Pkwy,"Hotels,Hotel",Alpharetta,US,34.041713,-84.30359200000001,Hyatt Place Atlanta/alpharetta/north Point Mall,30022,GA,2016-09-16T00:00:00Z,2016-11-15T20:53:10Z,,,5.0,thumbs up,super clean and comfy,,A Traveler,
34803,15494 Palmdale Rd,"Hotel,Hotels",Victorville,US,34.507220000000004,-117.32561000000001,Holiday Inn Victorville,92392,CA,2016-02-12T00:00:00Z,2016-08-01T23:46:33Z,,,5.0,"Great. We were there 3 nights, when we came back the second day at 5pm they were still cleaning our room - which we thought was strange. But they did a great job.",Thank you.,Dayton,Jill,OH
34258,61 Lake Point Dr,"Hotel,Hotels",Russellville,US,35.32157,-93.2118,The Lake Point Conference Center,72802,AR,2013-07-21T00:00:00Z,2016-03-23T04:29:04Z,,,5.0,"This makes the second family reunion we have held at the Lake Points Conference Center. The Hickory Lodge is excellent for reunions. There is a huge great room for everyone to gather and visit. There is a pool table and many board games. The rooms are on two levels and located around the perimeter, opening to the great room. There... More",Beautiful setting for a family reunion.,Arkansas,traveling722,AR
15704,5200 Fashion Square Blvd,Hotels,Saginaw,US,43.48418,-83.96907,Fairfield Inn Saginaw,48604,MI,2015-10-03T00:00:00Z,2016-11-10T19:30:31Z,,,4.0,"We stayed for just overnite on our way to Sault Ste Marie. They were not very busy. The first room they assigned was next to the pool, we knew this would be noisy.. After finding this out, we went to the front desk to ask for another room. They quickly gave us another room. The room was comfortable and clean,... More",Comfortable Stay!,Castle Rock,Rocktownlady,CO
6521,12085 Delaware St,Hotels,Denver,US,39.915085999999995,-104.992635,Quality Inn & Suites,80234,Westminster,2016-05-25T00:00:00Z,2016-11-15T10:34:42Z,,,4.0,"Nice basic hotel. We had a one night stay. The air conditioner in the first room was broken, but they immediately moved us to a new room. The carpet was a bit worn and the bathtub squeaked. It was fine for one night.",Honesty is everything!,,A Traveler,
1365,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.6259799999999998,Gran Melia Victoria,7014,NJ,2016-07-27T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Second stay here and didn't disappoint. Room with balcony overlooking harbour and cathedral quite expensive but worth it. Staff all friendly and respectful.,5 star accommodation and service,,wendy,
32856,88 E Nationwide Blvd,Hotels,Columbus,US,39.969219,-82.999881,Drury Inn and Suites Columbus Convention Center,43215,OH,2015-12-28T00:00:00Z,2016-11-03T22:46:53Z,,,5.0,Money well spent. Kids loved the pool. The wife and I enjoyed the 3 free drinks from the bar. Breakfast and dinner included which is good. Not great but good. Definitely stay again. The help was courteous and friendly. We stayed in a 2 room family suite which was roomy and perfect to stretch out.,Long family weekend,McComb,Steve G,OH
16482,15902 S Western Ave,Hotels,Gardena,US,33.886224,-118.30914299999999,Gardena Terrace Inn,90247,CA,2016-02-17T00:00:00Z,2016-11-15T11:21:34Z,,,2.0,Very disappointed in the room.,A nice pleasant stay,Asia,A Traveler,NY
2260,101 Main St,"Hotels,Lodging",Burlington,US,44.47582,-73.21555,Hilton Garden Inn Burlington Downtown,5401,Burl,2016-02-18T00:00:00Z,2016-06-22T19:07:50Z,,,1.0,"Nice establishment, incredibly horrible service... WILL NEVER stay again as a diamond Hilton member... Front desk no help, restaurant, slow, non-guest appreciative service, bar... Even worst.... Front desk.... really they thought they were above all... Customer first... Not in Vermont....",Worst visit ever,,Elias J,
32116,4800 S Ocean Blvd,Hotels,North Myrtle Beach,US,33.791179,-78.73470400000001,Beach Cove 411 Tower A Sierra's 1 Bedroom Condo By Prista Management,29582,Cherry Grove,2016-05-02T00:00:00Z,2017-03-17T19:00:04Z,,,2.0,Our room was very nice.The was clean and the supplies were in our room and or brought to us when we called the front desk. The service in the grill area was the worst service I have ever had in my. I will say when the manager heard of my experience they did attempt to fix it. I am not... More,NICE rooms POOR bar and grill,Shallotte,teetee721,NC
12263,14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,30.479833000000003,-81.648827,Jacksonville Plaza Hotel and Suites,32218,FL,2015-12-02T00:00:00Z,2016-10-27T21:54:40Z,,,4.0,"This was a trip to see our daughter who is stationed there in the Navy, booked through 3rd party, good price. Room was clean and quiet. All of staff was nice and accommodating. Amber on evenings was especially helpful to us with tips on where to go to eat and things to see, she was always cheerful upbeat, made stay... More",Good value for money,Ballston Spa,bps5793,NY
34470,425 Ocean Dr,Hotels,Miami Beach,US,25.77385,-80.132075,The Savoy Hotel,33139,Venetian Islands,2016-05-06T00:00:00Z,2016-11-02T00:43:13Z,,,4.0,"Love Dax and Ernesto!! Hallways smell a bit, rooms are nice and roomy.",Staff was amazing. Dax and Ernesto deserve a raise,,A Traveler,
1522,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2013-10-28T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,We had a great time will return next summer lots to do in walker and great places to eat,Nice hotel friendly staff we had a great stay,Lady Lake,kari,FL
18707,1701 N Moore Ave,"Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Accommodation Reservations,Hotel & Motel Reservations,Extended Stay,Accommodations & Lodging,Lodging,Hotels Motels,Family-friendly Hotels,Conventions Conferences & Trade Shows,Hotels,Hotels & Motels,Weekend Getaway Hotels,Tourist Hotels,Motels",Moore,US,35.351797,-97.495296,Candlewood Suites Oklahoma City-moore,73160-3669,OK,2015-08-03T00:00:00Z,2017-04-02T18:04:32Z,,,5.0,"Wanted to leave a note on the experience my wife and I had the other day. We were staying in Oklahoma for a few days to visit a friend, and had booked a room at Candlewood for a couple nights. When we arrived quite late on a friday evening, they had overbooked and our room was no longer available. They had already printed out directions for us to get to a nearby Hampton, and paid the difference so we could stay there. It was a very pleasant experience, and we were impressed with how they handled the situation.",Clean Rooms but could do with a refurb,London,valerie f.,
19056,5995 Cattleridge Blvd,Hotels,Sarasota,US,27.300319000000002,-82.450461,Hampton Inn Sarasota - I-75 Bee Ridge,34232,FL,2015-07-02T00:00:00Z,2016-11-14T21:34:50Z,,,5.0,"We were on our way to a family event in St. Pete Beach, and the property is very convenient to I-75 (but didn't experience any highway noise) - we drove down to St. Armand's Circle and had a wonderful dinner. The king room was very nicely appointed and the bed was very comfy.",Quick Stay in Sarasota,Saint Petersburg,Bruce T,FL
17155,400 E International Speedway Blvd,Hotels,Deland,US,29.054737,-81.297208,Comfort Inn Deland - Near University,32724,FL,2016-01-24T00:00:00Z,2016-10-30T20:13:10Z,,,5.0,Excellent. Next time I might check for handicapped accessible room to get a higher toilet. Otherwise it was perfect.,Our family stay,,A Traveler,
2727,2500 6th St,Hotels,Brookings,US,44.311409999999995,-96.76286,Days Inn Brookings,57006,SD,2015-06-25T00:00:00Z,2016-11-06T21:59:45Z,,,4.0,Ok hotel. I would have liked to have the outside doors require a room key although I'm told Brookings is a very safe city.,Security?,,John,
6692,1700 Skibo Rd,Hotels,Fayetteville,US,35.07617,-78.96096,Hampton Inn Fayetteville Fort Bragg,28303,Ponderosa,2015-05-16T00:00:00Z,2016-08-03T22:17:51Z,,,4.0,this was only a stop over from florida and we got there late so can't really give a review except it was clean and met our needs.,a stop over from FL.,Vicenza,Ron,CA
21114,2060 S Harbor Blvd,Hotels,Anaheim,US,33.796738,-117.91509099999999,Travelodge Anaheim Convention Center,92802,CA,2011-11-13T00:00:00Z,2016-11-07T04:45:16Z,,,4.0,"dirt cheap, but clean.",Nice room and Comfortable bed,,Jay Thompson,
24284,4530 S Emerson Ave,Hotels,Indianapolis,US,39.70131,-86.083857,Super 8 Indianapolis,46203,IN,2015-12-07T00:00:00Z,2016-11-01T01:09:59Z,,,1.0,The staff was extremely rude! Was very uneasy to leave our room unoccupied as they watched us with every move and constantly asked us if our room needed service. We were awaken one morning by a minimum of 7 knocks to see if we needed extra towels. The staff is extremely creepy and made us feel very uncomfortable. Room is very outdated and not clean. I would not stay here again and highly recommend you don't either!,DO NOT STAY HERE,,Mel,
4536,200 Eastlight Ct,"Travel & Transport,Hotels & Motels,Hotel",East Peoria,US,40.67221051,-89.57642544,Fairfield Inn & Suites Peoria East,61611,Peoria,2012-03-03T00:00:00Z,2016-04-25T09:21:13Z,,,5.0,very clean and friendly! breakfast bar was stocked well! eco friendly energy set up with nice demo instructions at front desk.,"Nice, clean quiet",Cincinnati,Amy Woolf,OH
6947,5610 Vineland Rd,Hotels,Orlando,US,28.482007,-81.455546,Extended Stay America - Orlando Theme Parks - Vineland Rd.,32819,FL,2016-08-28T00:00:00Z,2016-11-03T15:09:53Z,,,4.0,"This was our third stay at Extended Stay, having stayed here in 2012 with a large family group of 20, then again in 2013 on our honeymoon. This time we stayed with 6 other members of our family, occupying four separate double rooms. As always, the rooms were of good value (approx 60/night), and came with the same amenities we...Thank you for taking the time to share your experience with us. I am glad you and your family were able to have a great stay. It is satisfying to know you received excellent customer service by our staff. Once more, thank you for posting your review. We look forward to having you visit with us again in the future.","Third time here, good value for money!",Solihull,PTK1990,MO
24526,6 127th St,"Hotels,Lodging,Motels",Ocean City,US,38.43228,-75.05379,Marylander Hotel Condo,21842,West Ocean City,2014-08-26T00:00:00Z,2016-04-06T12:52:37Z,,,4.0,When I read the review I was nervous about this placed and I already booked my weeks vacation. IDK what the bad reviews are talking about those ppl must be use to staying in a Hylton !! Yes the floors in the hallways were a bit stained and dirty but what do you expect ppl are coming to and from... More,Nice Place,Woodbridge,kathryn a,VA
29877,1915 6th St N,"Corporate Lodging,Hotels,Hotels & Motels,Lodging",Columbus,US,33.514122,-88.42615,Hampton Inn Suites Columbus,39701,G T Airport,2016-04-10T00:00:00Z,2017-01-15T18:40:09Z,,,4.0,"We stopped in Columbus as a stop over in our way home to Illinois from Dauphin Island, AL. It was essentially right on our way so an easy stop. The room was in excellent condition and the staff was very helpful. Breakfast was typical free fare, but well above average in quality, stocking and cleanliness.",Perfect one night stop over,Dunlap,Rod S,IL
13331,2095 Lombard St,Hotels,San Francisco,US,37.799801,-122.436031,Chelsea Inn,94123,CA,2016-05-22T00:00:00Z,2016-11-09T18:48:18Z,,,4.0,It was our first time in San Francisco and we loved the location and comfort of our room.,Great deal,,Bruderhals,
28711,2607 Atlantic Ave,Hotels,Virginia Beach,US,36.85497235,-75.97641885,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,23451,VA,2016-07-23T00:00:00Z,2016-10-30T21:12:22Z,,,5.0,They was awesome,Bob,Virginia,Kandie,WV
3151,17777 N E Sacramento St,"Government Contractors,Hotels,Accommodations & Lodging,Extended Stay Hotels",Portland,US,45.540782,-122.48038600000001,Extended Stay America,97230,OR,2016-06-05T20:10:48Z,2017-02-26T20:21:57Z,,,4.0,"Not exactly the most convenient from the highway 30 and 84 exchange, but that may be a good thing since it is bound to be quieter. Parking is not so good and the amenities like any long term stay place were few and far between, but the staff was responsive and made some great local recommendations for food and fun. Will come back and stay here again.",,,Craig F at Insider Pages,
12503,361 17TH Saint Atlantic Sta,"Hotels & Motels,Tourist Hotels,Boutique Hotels,restaurants",Atlanta,US,33.79156,-84.398014,Twelve Hotels & Residences,30363,GA,2006-03-10T00:00:00Z,2016-11-17T20:45:01Z,,,,"Chic boutique hotel with condos is adjacent to Atlantic Station's retail district. In ShortWelcoming overnight guests to Atlantic Station, this boutique hotel in West Midtown is just steps away from retail shops, dining and entertainment. It features approximately one hundred stylish suites with bedroom, living and kitchen areas. Without leaving the building, guests can unwind at a private lounge or The Lobby, the upscale hotel bar and restaurant. Business travelers and other guests will enjoy access to an outdoor pool, fitness center, ballroom and business center.",,,Contributor,
34076,6 Rue Buffault,Hotels,Celina,US,48.875029999999995,2.34152,Hotel Eug��ne En Ville,75009,TX,2016-01-08T00:00:00Z,2016-11-17T15:07:24Z,,,5.0,"As a French citizen living in the U.S., I often come back home and spend a night or two in the capital. Over the years, I've seen many different hotels from the big chains to smaller more unique hotels. This is one of the best hotels I've been to. If you like contemporary design, the rooms are unique in style. The staff is helpful and the location is second to none. My only question is, do I really want to try any other hotel next time I come to Paris",The best hotel in Paris for this price,,A Traveler,
9010,835 S Chestatee St,"Wedding Sites,Hotels,Hotels & Motels,Meeting Facilities",Dahlonega,US,34.52495,-83.97584,Holiday Inn Express Dahlonega,30533,GA,2011-03-30T00:00:00Z,2015-09-21T09:03:31Z,,,,No workout facility on site but pretty good hotel overall.,,,Cory Miller,
2525,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-09-09T00:00:00Z,2016-11-16T02:50:03Z,,,5.0,Hotel and staff were very good. I was able to check in early. Loved my warm cookie that I was given. Room was clean and smelled cleaned and crisp. Check out went very smooth.AC in room was not cooling properly though.,Excellent Stay,Miami,Jessica T,FL
8744,Avda Alcalde Pere Molaskm 2,Hotels,Stone Creek,US,41.08352,1.153677,Hotel Portaventura,43840,OH,2015-04-30T00:00:00Z,2016-06-04T22:41:56Z,,,2.0,Htel trs bruyant. Mal insonoris. Impression de dormir dans le couloir. Eviter les chambres au RDC. Chambre rafraichir. Point positif : idalement plac cot du parc Port Aventura. Malheursement beaucoup d'attractions taient fermes et pas encore ouvertes.... plutt embtant pour un parc qui est cens avoir des attractions... Eviter le moi d'avril. Plusieurs attractions sont fermes et n'ouvrent qu' partir du mois de mai. Trs dcevant (plus d'une dizaine de fermes : la liste est longue). Peu de restaurant d'ouvert : juste 1 pizzria et 1 buffet. Peu de choix gastronomique local. C'est dommage. De plus le parc ferme 19h. Donc impossible de dner dans le parc.,H��tel trop bruyant,,Cd,
26406,Av De Isabel Manoja 9,Hotels,Abbeville,US,36.62315,-4.5012099999999995,Hotel Roc Flamingo,29620,SC,2016-09-28T00:00:00Z,2016-10-27T16:05:12Z,,,5.0,Easy check in. Basic but clean room.,Very close to Torremolinos rail station,,A Traveler,
25623,124 Womack Dr,Hotels,Annapolis,US,38.97555,-76.54838000000001,Hampton Inn and Suites Annapolis,21401,MD,2016-01-21T00:00:00Z,2016-11-05T20:26:14Z,,,5.0,"The hotel was exactly what I expected. It had a great staff, clean spacious room, super comfy beds (as always), and was very quiet. The hotel was perfectly situated for a meeting we had in the area and was a great price which actually saved us money.",Great hotel,Wellsboro,Jeffrey C,TN
27450,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2015-06-14T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,Worst hotel I have ever stayed in. It's filthy and needs a lot of TLC! Mold and mattress with wires sticking out!,Will never be booking thru this website again.,,Daniel,
